No.	line	Line	pop	dam	sire	Gener	ind1	rep	ind	bloss	malefl	date	ASD	GAD	GW	GHl	GHr	UBL	UBW	GA	BA	SEL		
193	RAN	Ran	70	70,136	70,423	F4	P021	B	70RANP021B	1	3	29.07.2016	0	3,03	6,65	2,39	2,64	20,56	19,99	16,72475	410,9944	NA		
231	RAN	Ran	70	70,136	70,423	F4	P021	B	70RANP021B	2	1	24.08.2016	0	2,92	6,25	2,56	2,63	18,85	17,9	16,21875	337,415	NA		
232	RAN	Ran	70	70,136	70,423	F4	P021	B	70RANP021B	3	1	24.08.2016	0	3,21	6,23	2,5	2,43	17,98	17,7	15,35695	318,246	NA		
162	RAN	Ran	70	70,174	70,390	F4	P022	A	70RANP022A	1	1	25.07.2016	0	3,09	7,88	2,91	2,93	18,85	19,9	23,0096	375,115	NA		
77	RAN	Ran	70	70,174	70,390	F4	P022	A	70RANP022A	2	1	11.08.2016	0	3,09	7,4	3,13	2,99	18,05	20,06	22,644	362,083	NA		
168	RAN	Ran	70	70,174	70,390	F4	P022	A	70RANP022A	3	3	11.08.2016	0	3,54	8,35	3,13	2,85	19,79	21,06	24,9665	416,7774	NA		
276	RAN	Ran	70	70,174	70,390	F4	P022	B	70RANP022B	1	1	31.08.2016	0	4,12	6,02	2,52	2,6	19,33	19,5	15,4112	376,935	NA		
277	RAN	Ran	70	70,174	70,390	F4	P022	B	70RANP022B	2	1	31.08.2016	0	3,6	6,63	2,52	2,57	19,39	19,86	16,87335	385,0854	NA		
278	RAN	Ran	70	70,174	70,390	F4	P022	B	70RANP022B	3	1	31.08.2016	0	4,53	7,2	2,93	2,76	20,55	20,71	20,484	425,5905	NA		
169	RAN	Ran	70	70,111	70,074	F4	P023	A	70RANP023A	1	1	18.07.2016	1,65	3,51	6,48	2,25	2,4	19,99	17,54	15,066	350,6246	NA		
263	RAN	Ran	70	70,111	70,074	F4	P023	A	70RANP023A	2	1	29.08.2016	0,2	3,62	7,33	2,69	2,92	23,24	22,24	20,56065	516,8576	NA		
273	RAN	Ran	70	70,111	70,074	F4	P023	A	70RANP023A	3	2	31.08.2016	1,12	4,05	7,11	2,57	2,52	23,48	21,97	18,09495	515,8556	NA		
60	RAN	Ran	70	70,109	70,063	F4	P024	A	70RANP024A	1	3	18.07.2016	0,5	3,97	7,9	2,7	2,92	19,72	19,72	22,199	388,8784	NA		
107	RAN	Ran	70	70,109	70,063	F4	P024	A	70RANP024A	2	1	20.07.2016	0	3,42	6,67	2,77	2,69	16,8	18,06	18,2091	303,408	NA		
78	RAN	Ran	70	70,109	70,063	F4	P024	A	70RANP024A	3	2	27.07.2016	0	3,44	7,37	2,97	2,78	19,33	21,46	21,18875	414,8218	NA		
79	RAN	Ran	70	70,423	70,040	F4	P025	A	70RANP025A	1	1	11.08.2016	0	3,52	6,84	2,75	2,82	18,46	18,48	19,0494	341,1408	NA		
248	RAN	Ran	70	70,423	70,040	F4	P025	A	70RANP025A	2	1	29.08.2016	0,4	3,32	7,31	2,86	2,62	19,77	19,75	20,0294	390,4575	NA		
249	RAN	Ran	70	70,423	70,040	F4	P025	A	70RANP025A	3	1	29.08.2016	0	3,4	7,34	3,15	3,04	19,95	21,05	22,7173	419,9475	NA		
52	RAN	Ran	70	70,423	70,040	F4	P025	B	70RANP025B	1	1	29.07.2016	0	3,12	6,98	2,56	2,9	17,91	19,28	19,0554	345,3048	NA		
241	RAN	Ran	70	70,423	70,040	F4	P025	B	70RANP025B	2	1	28.08.2016	0	3,61	6,43	2,67	2,67	17,17	17,47	17,1681	299,9599	NA		
261	RAN	Ran	70	70,423	70,040	F4	P025	B	70RANP025B	3	1	29.08.2016	0	3,73	5,93	2,33	2,4	16,6	15,49	14,02445	257,134	NA		
111	RAN	Ran	70	70,048	70,168	F4	P026	A	70RANP026A	1	1	11.08.2016	0,1	3,82	5,88	2,22	2,49	19,98	18,87	13,8474	377,0226	NA		
280	RAN	Ran	70	70,048	70,168	F4	P026	A	70RANP026A	2	2	31.08.2016	0,7	3,59	6,58	2,55	2,62	21,18	21,91	17,0093	464,0538	NA		
300	RAN	Ran	70	70,048	70,168	F4	P026	A	70RANP026A	3	1	04.09.2016	0	3,43	7,5	2,83	3	22,84	23,26	21,8625	531,2584	NA		
247	RAN	Ran	70	70,048	70,168	F4	P026	B	70RANP026B	1	1	29.08.2016	0,55	2,3	6,2	2,88	2,78	20,64	18,22	17,546	376,0608	NA		
283	RAN	Ran	70	70,048	70,168	F4	P026	B	70RANP026B	2	3	31.08.2016	0,1	3,54	7,17	2,78	2,49	23,11	22	18,89295	508,42	NA		
292	RAN	Ran	70	70,048	70,168	F4	P026	B	70RANP026B	3	2	02.09.2016	0,46	3,23	6,36	2,36	2,76	22,95	22,01	16,2816	505,1295	NA		
165	RAN	Ran	70	70,151	70,173	F4	P027	A	70RANP027A	1	2	09.08.2016	1,01	3,12	6,44	2,52	2,47	19,52	21,97	16,0678	428,8544	NA		
284	RAN	Ran	70	70,151	70,173	F4	P027	A	70RANP027A	2	1	02.09.2016	0	3,29	6,34	2,3	2,19	17,33	20,86	14,2333	361,5038	NA		
299	RAN	Ran	70	70,151	70,173	F4	P027	A	70RANP027A	3	2	03.09.2016	0,1	3,35	6,19	2,25	2,08	16,98	18,78	13,40135	318,8844	NA		
166	RAN	Ran	70	70,151	70,173	F4	P027	B	70RANP027B	1	3	27.07.2016	0	3,08	6,99	2,62	2,57	19,83	22,37	18,13905	443,5971	NA		
51	RAN	Ran	70	70,151	70,173	F4	P027	B	70RANP027B	2	1	09.08.2016	0	2,32	5,8	2,21	2,08	17,1	17,34	12,441	296,514	NA		
179	RAN	Ran	70	70,151	70,173	F4	P027	B	70RANP027B	3	3	09.08.2016	0	2,52	6,61	2,71	2,53	18,6	19,65	17,3182	365,49	NA		
180	RAN	Ran	70	70,420	70,218	F4	P028	A	70RANP028A	1	1	25.07.2016	0	2,35	6,79	2,46	2,74	22,5	20,56	17,654	462,6	NA		
97	RAN	Ran	70	70,420	70,218	F4	P028	A	70RANP028A	2	2	25.07.2016	0	2,91	6,6	2,69	2,58	25,04	24,05	17,391	602,212	NA		
34	RAN	Ran	70	70,420	70,218	F4	P028	A	70RANP028A	3	1	05.08.2016	0	2,97	6,57	2,53	2,48	23,99	20,57	16,45785	493,4743	NA		
110	RAN	Ran	70	70,420	70,218	F4	P028	C	70RANP028C	1	1	27.07.2016	0	3,07	5,83	2,29	2,19	19,14	18,81	13,0592	360,0234	NA		
109	RAN	Ran	70	70,420	70,218	F4	P028	C	70RANP028C	2	1	29.07.2016	NA	3,29	6,58	2,54	2,38	22,07	20,87	16,1868	460,6009	NA		
94	RAN	Ran	70	70,420	70,218	F4	P028	C	70RANP028C	3	2	29.07.2016	0	3,4	6,4	2,5	2,54	20,46	19,85	16,128	406,131	NA		
140	RAN	Ran	70	70,347	70,174	F4	P030	A	70RANP030A	1	1	09.08.2016	0	3,12	6,97	3	2,64	20,19	19,52	19,6554	394,1088	NA		
48	RAN	Ran	70	70,347	70,174	F4	P030	A	70RANP030A	2	1	09.08.2016	0	3,52	5,95	2,54	2,34	17,88	17,89	14,518	319,8732	NA		
229	RAN	Ran	70	70,347	70,174	F4	P030	A	70RANP030A	3	1	24.08.2016	0	3,17	6,87	2,7	2,76	18,21	18,59	18,7551	338,5239	NA		
75	RAN	Ran	70	70,168	70,111	F4	P031	A	70RANP031A	1	1	25.07.2016	0	3,97	7,1	2,93	3,09	21,61	23,51	21,371	508,0511	NA		
282	RAN	Ran	70	70,168	70,111	F4	P031	A	70RANP031A	2	2	31.08.2016	0	4,51	6,68	2,55	2,83	21,07	23,45	17,9692	494,0915	NA		
293	RAN	Ran	70	70,168	70,111	F4	P031	A	70RANP031A	3	1	03.09.2016	0	3,94	7,44	3,16	3,13	20,85	22,23	23,3988	463,4955	NA		
88	RAN	Ran	70	70,168	70,111	F4	P031	B	70RANP031B	1	1	09.08.2016	0	3,44	7,68	3,21	3,24	21,33	21,95	24,768	468,1935	NA		
196	RAN	Ran	70	70,168	70,111	F4	P031	B	70RANP031B	2	2	09.08.2016	0	3,26	7,93	2,91	2,96	19,85	21,9	23,27455	434,715	NA		
270	RAN	Ran	70	70,168	70,111	F4	P031	B	70RANP031B	3	1	30.08.2016	0,1	4,16	7,95	3,29	3,18	22,57	24,6	25,71825	555,222	NA		
197	RAN	Ran	70	70,357	70,409	F4	P032	A	70RANP032A	1	1	22.07.2016	0	2,92	6,33	2,24	2,46	18,94	18,2	14,8755	344,708	NA		
186	RAN	Ran	70	70,357	70,409	F4	P032	A	70RANP032A	2	1	07.08.2016	0,62	2,58	5,19	1,84	1,82	16,98	16,61	9,4977	282,0378	NA		
125	RAN	Ran	70	70,357	70,409	F4	P032	A	70RANP032A	3	1	07.08.2016	0,63	2,59	5,85	2,14	1,86	17,88	16,81	11,7	300,5628	NA		
126	RAN	Ran	70	70,357	70,409	F4	P032	B	70RANP032B	1	2	19.07.2016	0	3,42	5,56	2,16	2,03	17,42	16,83	11,6482	293,1786	NA		
238	RAN	Ran	70	70,357	70,409	F4	P032	B	70RANP032B	2	1	28.08.2016	0	3,6	6,49	2,62	2,5	19,77	17,78	16,6144	351,5106	NA		
256	RAN	Ran	70	70,357	70,409	F4	P032	B	70RANP032B	2	1	29.08.2016	0	2,96	5,82	2,54	2,4	16,52	16,51	14,3754	272,7452	NA		
257	RAN	Ran	70	70,357	70,409	F4	P032	B	70RANP032B	3	1	29.08.2016	0,1	3,19	6,62	2,42	2,52	19,1	18,67	16,3514	356,597	NA		
150	RAN	Ran	70	70,390	70,268	F4	P033	B	70RANP033B	1	1	26.07.2016	0	3,51	6,91	2,68	2,84	21,99	22,87	19,0716	502,9113	NA		
127	RAN	Ran	70	70,390	70,268	F4	P033	B	70RANP033B	2	3	08.08.2016	0	4,22	7,79	3,05	2,8	20,65	21,66	22,78575	447,279	NA		
128	RAN	Ran	70	70,390	70,268	F4	P033	B	70RANP033B	3	1	23.08.2016	0,48	3,15	6,44	2,94	2,53	20,22	18,59	17,6134	375,8898	NA		
262	RAN	Ran	70	70,390	70,268	F4	P033	C	70RANP033C	1	1	29.08.2016	0	3,18	6,32	2,71	2,58	19,46	20,19	16,7164	392,8974	NA		
272	RAN	Ran	70	70,390	70,268	F4	P033	C	70RANP033C	2	2	30.08.2016	1,78	4,14	6,57	2,58	2,82	20,36	22,59	17,739	459,9324	NA		
286	RAN	Ran	70	70,390	70,268	F4	P033	C	70RANP033C	3	2	02.09.2016	0	3,93	6,82	2,5	2,71	19,19	21,58	17,7661	414,1202	NA		
129	RAN	Ran	70	70,193	70,063	F4	P034	A	70RANP034A	1	1	25.07.2016	0	3,02	5,96	2,35	2,4	18,34	17,04	14,155	312,5136	NA		
130	RAN	Ran	70	70,193	70,063	F4	P034	A	70RANP034A	2	1	29.07.2016	0,64	3,11	6,4	2,27	2,47	18,56	17,47	15,168	324,2432	NA		
131	RAN	Ran	70	70,193	70,063	F4	P034	A	70RANP034A	3	1	05.08.2016	0	3,34	6,5	2,64	2,53	17,71	16,95	16,8025	300,1845	NA		
132	RAN	Ran	70	70,193	70,063	F4	P034	B	70RANP034B	1	1	11.08.2016	0,2	3,11	6,78	2,73	2,69	16,77	17,54	18,3738	294,1458	NA		
133	RAN	Ran	70	70,193	70,063	F4	P034	B	70RANP034B	2	2	11.08.2016	0	3,53	8,36	3,03	2,95	21,36	21,47	24,9964	458,5992	NA		
258	RAN	Ran	70	70,193	70,063	F4	P034	B	70RANP034B	3	1	29.08.2016	1,27	3,22	6,38	2,44	2,52	19,32	17,64	15,8224	340,8048	NA		
177	RAN	Ran	70	70,410	70,023	F4	P035	A	70RANP035A	1	1	10.08.2016	0	3,54	6,59	2,82	2,41	19,77	19,65	17,23285	388,4805	NA		
264	RAN	Ran	70	70,410	70,023	F4	P035	A	70RANP035A	2	1	29.08.2016	1,98	3,36	6,26	2,22	2,32	19,3	17,11	14,2102	330,223	NA		
274	RAN	Ran	70	70,410	70,023	F4	P035	A	70RANP035A	3	2	31.08.2016	0	3,57	5,81	2,15	2,22	20,84	19,37	12,69485	403,6708	NA		
134	RAN	Ran	70	70,410	70,023	F4	P036	A	70RANP036A	1	2	26.07.2016	0	3,85	7,5	2,65	3,01	20,41	23,36	21,225	476,7776	NA		
176	RAN	Ran	70	70,410	70,023	F4	P036	A	70RANP036A	2	2	26.07.2016	0	3,55	6,22	2,31	2,7	19,58	19,89	15,5811	389,4462	NA		
135	RAN	Ran	70	70,410	70,023	F4	P036	A	70RANP036A	3	1	08.08.2016	0	3,11	7,57	2,55	2,74	18,25	19,02	20,02265	347,115	NA		
285	RAN	Ran	70	70,390	70,268	F4	P036	B	70RANP036B	1	2	02.09.2016	0	4,52	6,44	2,69	2,42	19,95	20,88	16,4542	416,556	NA		
302	RAN	Ran	70	70,390	70,268	F4	P036	B	70RANP036B	2	1	04.09.2016	0,1	3,71	6,11	2,42	2,3	17,65	17,78	14,4196	313,817	NA		
306	RAN	Ran	70	70,390	70,268	F4	P036	B	70RANP036B	3	3	06.09.2016	0	4,1	6,85	2,51	2,56	20,55	21,31	17,36475	437,9205	NA		
141	RAN	Ran	70	70,186	70,109	F4	P037	A	70RANP037A	1	1	21.07.2016	0	2,74	5,94	2,46	2,65	17,44	17,25	15,1767	300,84	NA		
136	RAN	Ran	70	70,186	70,109	F4	P037	A	70RANP037A	2	3	29.07.2016	0	3,18	6,62	2,41	3,03	20,16	20,59	18,0064	415,0944	NA		
137	RAN	Ran	70	70,186	70,109	F4	P037	A	70RANP037A	3	1	05.08.2016	0,6	2,51	5,61	2,31	2,35	14,55	16,52	13,0713	240,366	NA		
158	RAN	Ran	70	70,186	70,109	F4	P037	B	70RANP037B	1	1	21.07.2016	0,39	3,16	5,83	2,2	1,99	18,13	17,56	12,21385	318,3628	NA		
138	RAN	Ran	70	70,186	70,109	F4	P037	B	70RANP037B	2	1	28.07.2016	0	3,9	5,99	2,34	2,21	19,18	19,33	13,62725	370,7494	NA		
235	RAN	Ran	70	70,186	70,109	F4	P037	B	70RANP037B	3	1	28.08.2016	1,1	3,02	6,16	2,28	2,29	18,18	19,01	14,0756	345,6018	NA		
139	RAN	Ran	70	70,173	70,423	F4	P038	A	70RANP038A	1	2	20.07.2016	0,88	2,91	6,45	2,63	2,96	20,46	23,15	18,02775	473,649	NA		
172	RAN	Ran	70	70,173	70,423	F4	P038	A	70RANP038A	2	1	29.07.2016	0	2,81	6,2	2,65	2,52	18,63	19,73	16,027	367,5699	NA		
173	RAN	Ran	70	70,173	70,423	F4	P038	A	70RANP038A	3	3	09.08.2016	0	2,75	6,93	2,75	2,68	18,68	19,29	18,81495	360,3372	NA		
171	RAN	Ran	70	70,173	70,423	F4	P038	B	70RANP038B	1	2	29.07.2016	0	3,4	6,07	2,39	2,54	18,33	17,09	14,96255	313,2597	NA		
159	RAN	Ran	70	70,173	70,423	F4	P038	B	70RANP038B	2	1	09.08.2016	0	3,03	6,52	2,6	2,73	17,39	17,61	17,3758	306,2379	NA		
267	RAN	Ran	70	70,173	70,423	F4	P038	B	70RANP038B	3	1	30.08.2016	0	2,82	6,26	2,51	2,46	17,21	16,39	15,5561	282,0719	NA		
160	RAN	Ran	70	70,186	70,109	F4	P039	A	70RANP039A	1	1	28.07.2016	0	2,87	6,06	2,33	2,34	17,27	20,15	14,1501	347,9905	NA		
223	RAN	Ran	70	70,186	70,109	F4	P039	A	70RANP039A	2	1	24.08.2016	0	3,85	6,82	2,45	2,76	20,17	21,74	17,7661	438,4958	NA		
254	RAN	Ran	70	70,186	70,109	F4	P039	A	70RANP039A	3	1	29.08.2016	0	3,53	7,32	2,76	2,76	20,09	21,96	20,2032	441,1764	NA		
161	RAN	Ran	70	70,186	70,109	F4	P039	B	70RANP039B	1	1	08.08.2016	0	3,14	6,74	2,62	2,59	19,3	20,07	17,5577	387,351	NA		
200	RAN	Ran	70	70,186	70,109	F4	P039	B	70RANP039B	2	1	23.08.2016	0,86	3,14	4,88	1,79	1,62	17,41	16,57	8,3204	288,4837	NA		
255	RAN	Ran	70	70,186	70,109	F4	P039	B	70RANP039B	3	2	29.08.2016	0,88	3,06	5,09	1,92	1,84	18,43	18,67	9,5692	344,0881	NA		
201	RAN	Ran	70	70,357	70,439	F4	P040	A	70RANP040A	1	2	21.07.2016	1,16	3,18	4,67	1,87	1,69	15,86	13,97	8,3126	221,5642	NA		
202	RAN	Ran	70	70,357	70,439	F4	P040	A	70RANP040A	2	1	26.07.2016	0	2,98	7,23	2,44	2,54	21,64	21,62	18,0027	467,8568	NA		
203	RAN	Ran	70	70,357	70,439	F4	P040	A	70RANP040A	3	1	08.08.2016	0,1	2,94	5,02	1,74	1,93	18,66	15,78	9,2117	294,4548	NA		
204	RAN	Ran	70	70,217	70,168	F4	P041	A	70RANP041A	1	1	27.07.2016	0	3,15	6,06	2,32	2,43	17,87	16,84	14,3925	300,9308	NA		
218	RAN	Ran	70	70,217	70,168	F4	P041	A	70RANP041A	2	1	24.08.2016	0,23	3,25	6,11	2,65	2,75	17,45	17,13	16,497	298,9185	NA		
219	RAN	Ran	70	70,217	70,168	F4	P041	A	70RANP041A	3	1	24.08.2016	0	3,11	6,62	2,63	2,63	18,9	18,48	17,4106	349,272	NA		
205	RAN	Ran	70	70,217	70,168	F4	P041	C	70RANP041C	1	1	05.08.2016	0	3,29	7,4	3,11	3,02	21,84	23,29	22,681	508,6536	NA		
206	RAN	Ran	70	70,217	70,168	F4	P041	C	70RANP041C	2	1	09.08.2016	0	3,38	7,34	2,75	2,87	19,33	19,73	20,6254	381,3809	NA		
207	RAN	Ran	70	70,217	70,168	F4	P041	C	70RANP041C	3	1	09.08.2016	0	3,88	7,11	2,64	2,54	20,22	21,52	18,4149	435,1344	NA		
208	RAN	Ran	70	70,367	70,230	F4	P042	A	70RANP042A	1	2	09.08.2016	0	3,88	6,8	2,58	2,63	19,99	18,76	17,714	375,0124	NA		
217	RAN	Ran	70	70,367	70,230	F4	P042	A	70RANP042A	2	1	24.08.2016	0	3,07	7,15	2,6	2,79	18,17	16,56	19,26925	300,8952	NA		
244	RAN	Ran	70	70,367	70,230	F4	P042	A	70RANP042A	3	1	29.08.2016	0	2,69	6,72	2,41	2,59	17,33	16,91	16,8	293,0503	NA		
209	RAN	Ran	70	70,367	70,230	F4	P042	B	70RANP042B	1	1	09.08.2016	0	2,81	7,43	2,62	2,54	20,74	18,64	19,1694	386,5936	NA		
210	RAN	Ran	70	70,367	70,230	F4	P042	B	70RANP042B	2	1	09.08.2016	0	2,6	6,99	2,26	2,44	19,42	17,24	16,4265	334,8008	NA		
211	RAN	Ran	70	70,367	70,230	F4	P042	B	70RANP042B	3	1	09.08.2016	0,17	2,42	6,72	2,48	2,47	20,3	18,02	16,632	365,806	NA		
